x,y,line,algo,new_x,new_y,new_size,new_color,new_year,new_country,old_x,old_y,old_size,old_color,old_year,old_country,multiplicity[1;172]
14.5216161005072,-3.0667089895586295,Task2 WaNa,Task2,fertility,child_mortality,population,main_religion,1842,['Bangladesh'],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],12
14.44025271164629,-3.1360546076375324,Task2 WaNa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Bangladesh'],15
-8.985973990489247,15.568527390494744,Task2 ayya,Task2,gdp,life_expect,population,continent,1800,[],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],172
-9.542525928849885,14.85604425305435,Task2 ayya,Task2,gdp,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1800,[],22
6.256970990309644,4.167960803226671,Task2 ayya,Task2,child_mortality,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1843,[],12
7.610727449805229,0.6242202968501439,Task2 ayya,Task2,child_mortality,fertility,population,continent,1843,[],child_mortality,life_expect,population,continent,1843,[],6
20.651321471098612,3.5919157822090626,Task2 ayya,Task2,child_mortality,fertility,population,main_religion,1843,[],child_mortality,fertility,population,continent,1843,[],26
21.305559515352634,4.118507334892626,Task2 ayya,Task2,child_mortality,fertility,population,main_religion,1843,['Azerbaijan'],child_mortality,fertility,population,main_religion,1843,[],19
20.609811059264697,3.628981456501141,Task2 ayya,Task2,child_mortality,fertility,population,main_religion,1843,['Bangladesh'],child_mortality,fertility,population,main_religion,1843,['Azerbaijan'],19
-8.985973990489247,15.568527390494744,Task2 TaKu,Task2,gdp,life_expect,population,continent,1800,[],child_mortality,fertility,population,main_religion,1843,['Bangladesh'],172
-8.985973990489247,15.568527390494744,Task2 TaKu,Task2,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1800,[],172
0.7388259821276545,7.011010413756712,Task2 TaKu,Task2,gdp,life_expect,gdp,continent,1800,[],gdp,life_expect,population,continent,1800,[],4
4.314176145297596,4.026495519229998,Task2 TaKu,Task2,child_mortality,life_expect,gdp,continent,1800,[],gdp,life_expect,gdp,continent,1800,[],3
3.892539135976788,3.947285119166319,Task2 TaKu,Task2,child_mortality,life_expect,gdp,continent,2015,[],child_mortality,life_expect,gdp,continent,1800,[],3
23.174881112368322,-1.6251048090756401,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,[],child_mortality,life_expect,gdp,continent,2015,[],11
23.174881112368322,-1.6251048090756401,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,[],child_mortality,life_expect,gdp,main_religion,2015,[],11
23.19924166424989,-1.6239306731403302,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Luxembourg'],child_mortality,life_expect,gdp,main_religion,2015,[],3
23.19898288912927,-1.6234162712509463,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Switzerland'],child_mortality,life_expect,gdp,main_religion,2015,['Luxembourg'],3
23.19919038297167,-1.6234353396651653,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Belize'],child_mortality,life_expect,gdp,main_religion,2015,['Switzerland'],3
23.1990414466478,-1.6235580332476773,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Micronesia; Fed. Sts.'],child_mortality,life_expect,gdp,main_religion,2015,['Belize'],3
23.19860023245204,-1.6238271897426673,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Swaziland'],child_mortality,life_expect,gdp,main_religion,2015,['Micronesia; Fed. Sts.'],3
23.192417534928314,-1.6207630290972537,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['India'],child_mortality,life_expect,gdp,main_religion,2015,['Swaziland'],15
23.192417534928314,-1.6207630290972537,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['India'],child_mortality,life_expect,gdp,main_religion,2015,['India'],15
23.192417534928314,-1.6207630290972537,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['India'],child_mortality,life_expect,gdp,main_religion,2015,['India'],15
23.192417534928314,-1.6207630290972537,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['India'],child_mortality,life_expect,gdp,main_religion,2015,['India'],15
23.192417534928314,-1.6207630290972537,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['India'],child_mortality,life_expect,gdp,main_religion,2015,['India'],15
23.174881112368322,-1.6251048090756401,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,[],child_mortality,life_expect,gdp,main_religion,2015,['India'],11
23.192980024251327,-1.6580040770879565,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Singapore'],child_mortality,life_expect,gdp,main_religion,2015,[],6
23.192980024251327,-1.6580040770879565,Task2 TaKu,Task2,child_mortality,life_expect,gdp,main_religion,2015,['Singapore'],child_mortality,life_expect,gdp,main_religion,2015,['Singapore'],6
23.335365409447853,-3.294834633876026,Task2 TaKu,Task2,gdp,life_expect,gdp,main_religion,2015,['Singapore'],child_mortality,life_expect,gdp,main_religion,2015,['Singapore'],3
23.324056825075083,-3.3131413490421515,Task2 TaKu,Task2,gdp,life_expect,gdp,main_religion,2015,['Qatar'],gdp,life_expect,gdp,main_religion,2015,['Singapore'],3
4.784568091888612,10.755313739650832,Task2 TaKu,Task2,gdp,population,gdp,main_religion,2015,['Qatar'],gdp,life_expect,gdp,main_religion,2015,['Qatar'],3
4.655216950774388,10.58002140767099,Task2 TaKu,Task2,gdp,population,gdp,main_religion,1843,['Qatar'],gdp,population,gdp,main_religion,2015,['Qatar'],3
16.32530169910278,5.465854130391744,Task2 TaKu,Task2,gdp,fertility,gdp,main_religion,1843,['Qatar'],gdp,population,gdp,main_religion,1843,['Qatar'],3
2.9609677249592448,-0.8384521034054224,Task2 TaKu,Task2,gdp,fertility,gdp,continent,1843,['Qatar'],gdp,fertility,gdp,main_religion,1843,['Qatar'],3
2.528582027188512,-1.7397979188963069,Task2 TaKu,Task2,gdp,fertility,gdp,continent,2015,['Qatar'],gdp,fertility,gdp,continent,1843,['Qatar'],3
-6.94943466818156,-10.30250274245211,Task2 TaKu,Task2,population,fertility,gdp,continent,2015,['Qatar'],gdp,fertility,gdp,continent,2015,['Qatar'],3
-7.284551129429556,-9.292333593434666,Task2 TaKu,Task2,population,gdp,gdp,continent,2015,['Qatar'],population,fertility,gdp,continent,2015,['Qatar'],10
-5.103657946161181,-7.115913212844383,Task2 TaKu,Task2,gdp,gdp,gdp,continent,2015,['Qatar'],population,gdp,gdp,continent,2015,['Qatar'],13
2.15897104493818,10.456633650889927,Task2 TaKu,Task2,gdp,population,gdp,continent,2015,['Qatar'],gdp,gdp,gdp,continent,2015,['Qatar'],91
2.227520364833899,10.44097041464621,Task2 TaKu,Task2,gdp,population,gdp,continent,2015,['China'],gdp,population,gdp,continent,2015,['Qatar'],84
2.15897104493818,10.456633650889927,Task2 TaKu,Task2,gdp,population,gdp,continent,2015,['Qatar'],gdp,population,gdp,continent,2015,['China'],91
3.0339391703033263,10.157367746822198,Task2 TaKu,Task2,gdp,population,gdp,continent,1843,['Qatar'],gdp,population,gdp,continent,2015,['Qatar'],2
3.8419791351691495,8.674485393451224,Task2 TaKu,Task2,child_mortality,population,gdp,continent,1843,['Qatar'],gdp,population,gdp,continent,1843,['Qatar'],2
6.11945020751548,-0.6964829818404695,Task2 TaKu,Task2,child_mortality,fertility,gdp,continent,1843,['Qatar'],child_mortality,population,gdp,continent,1843,['Qatar'],2
18.48672316142041,4.448081343091499,Task2 TaKu,Task2,child_mortality,fertility,gdp,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,continent,1843,['Qatar'],10
18.48672316142041,4.448081343091499,Task2 TaKu,Task2,child_mortality,fertility,gdp,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,main_religion,1843,['Qatar'],10
18.48672316142041,4.448081343091499,Task2 TaKu,Task2,child_mortality,fertility,gdp,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,main_religion,1843,['Qatar'],10
18.48672316142041,4.448081343091499,Task2 TaKu,Task2,child_mortality,fertility,gdp,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,main_religion,1843,['Qatar'],10
18.48672316142041,4.448081343091499,Task2 TaKu,Task2,child_mortality,fertility,gdp,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,main_religion,1843,['Qatar'],10
18.556878823189916,2.1434599118387823,Task2 TaKu,Task2,child_mortality,fertility,child_mortality,main_religion,1843,['Qatar'],child_mortality,fertility,gdp,main_religion,1843,['Qatar'],2
18.548660652674943,2.2083322091798965,Task2 TaKu,Task2,child_mortality,fertility,child_mortality,main_religion,1843,['Azerbaijan'],child_mortality,fertility,child_mortality,main_religion,1843,['Qatar'],5
18.55317605512387,2.128100258136543,Task2 TaKu,Task2,child_mortality,fertility,child_mortality,main_religion,1843,['Bangladesh'],child_mortality,fertility,child_mortality,main_religion,1843,['Azerbaijan'],8
-8.985973990489247,15.568527390494744,Task2 TaMa,Task2,gdp,life_expect,population,continent,1800,[],child_mortality,fertility,child_mortality,main_religion,1843,['Bangladesh'],172
-9.321388909183199,14.637900800636931,Task2 TaMa,Task2,gdp,life_expect,population,continent,1846,[],gdp,life_expect,population,continent,1800,[],6
-8.985973990489247,15.568527390494744,Task2 TaMa,Task2,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1846,[],172
-9.360877392159479,14.41292751921291,Task2 TaMa,Task2,gdp,life_expect,population,continent,1854,[],gdp,life_expect,population,continent,1800,[],6
8.887197531357907,-2.536805191762966,Task2 TaMa,Task2,gdp,child_mortality,population,continent,1842,[],gdp,life_expect,population,continent,1854,[],6
10.542980975077974,-2.9445365539051847,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,[],gdp,child_mortality,population,continent,1842,[],12
10.440648252403268,-3.8027758022844025,Task2 TaMa,Task2,fertility,child_mortality,fertility,continent,1842,[],fertility,child_mortality,population,continent,1842,[],12
9.584026317374182,-4.032433721814879,Task2 TaMa,Task2,population,child_mortality,fertility,continent,1842,[],fertility,child_mortality,fertility,continent,1842,[],6
10.440648252403268,-3.8027758022844025,Task2 TaMa,Task2,fertility,child_mortality,fertility,continent,1842,[],population,child_mortality,fertility,continent,1842,[],12
11.332847648424295,-3.2251163298215886,Task2 TaMa,Task2,fertility,child_mortality,gdp,continent,1842,[],fertility,child_mortality,fertility,continent,1842,[],6
10.542980975077974,-2.9445365539051847,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,[],fertility,child_mortality,gdp,continent,1842,[],12
10.559541551292407,-2.9568185514011924,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,['China'],fertility,child_mortality,population,continent,1842,[],6
14.443999815930843,-3.0198485181167736,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['China'],fertility,child_mortality,population,continent,1842,['China'],6
14.460868825874313,-3.040869510192653,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,[],fertility,child_mortality,population,main_religion,1842,['China'],12
14.460868825874313,-3.040869510192653,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,[],fertility,child_mortality,population,main_religion,1842,[],12
14.5216161005072,-3.0667089895586295,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Bangladesh'],fertility,child_mortality,population,main_religion,1842,[],12
14.44025271164629,-3.1360546076375324,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Bangladesh'],15
14.44025271164629,-3.1360546076375324,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],15
14.5216161005072,-3.0667089895586295,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Bangladesh'],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],12
-8.985973990489247,15.568527390494744,Task2 TaMa,Task2,gdp,life_expect,population,continent,1800,[],fertility,child_mortality,population,main_religion,1842,['Bangladesh'],172
-9.321388909183199,14.637900800636931,Task2 TaMa,Task2,gdp,life_expect,population,continent,1846,[],gdp,life_expect,population,continent,1800,[],6
-8.985973990489247,15.568527390494744,Task2 TaMa,Task2,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1846,[],172
-9.360877392159479,14.41292751921291,Task2 TaMa,Task2,gdp,life_expect,population,continent,1854,[],gdp,life_expect,population,continent,1800,[],6
8.887197531357907,-2.536805191762966,Task2 TaMa,Task2,gdp,child_mortality,population,continent,1842,[],gdp,life_expect,population,continent,1854,[],6
10.542980975077974,-2.9445365539051847,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,[],gdp,child_mortality,population,continent,1842,[],12
10.440648252403268,-3.8027758022844025,Task2 TaMa,Task2,fertility,child_mortality,fertility,continent,1842,[],fertility,child_mortality,population,continent,1842,[],12
9.584026317374182,-4.032433721814879,Task2 TaMa,Task2,population,child_mortality,fertility,continent,1842,[],fertility,child_mortality,fertility,continent,1842,[],6
10.440648252403268,-3.8027758022844025,Task2 TaMa,Task2,fertility,child_mortality,fertility,continent,1842,[],population,child_mortality,fertility,continent,1842,[],12
11.332847648424295,-3.2251163298215886,Task2 TaMa,Task2,fertility,child_mortality,gdp,continent,1842,[],fertility,child_mortality,fertility,continent,1842,[],6
10.542980975077974,-2.9445365539051847,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,[],fertility,child_mortality,gdp,continent,1842,[],12
10.559541551292407,-2.9568185514011924,Task2 TaMa,Task2,fertility,child_mortality,population,continent,1842,['China'],fertility,child_mortality,population,continent,1842,[],6
14.443999815930843,-3.0198485181167736,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['China'],fertility,child_mortality,population,continent,1842,['China'],6
14.460868825874313,-3.040869510192653,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,[],fertility,child_mortality,population,main_religion,1842,['China'],12
14.460868825874313,-3.040869510192653,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,[],fertility,child_mortality,population,main_religion,1842,[],12
14.5216161005072,-3.0667089895586295,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Bangladesh'],fertility,child_mortality,population,main_religion,1842,[],12
14.44025271164629,-3.1360546076375324,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Bangladesh'],15
14.44025271164629,-3.1360546076375324,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],15
14.5216161005072,-3.0667089895586295,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Bangladesh'],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],12
14.44025271164629,-3.1360546076375324,Task2 TaMa,Task2,fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],fertility,child_mortality,population,main_religion,1842,['Bangladesh'],15
-8.985973990489247,15.568527390494744,Task2 SuPa,Task2,gdp,life_expect,population,continent,1800,[],fertility,child_mortality,population,main_religion,1842,['Azerbaijan'],172
-9.485113191149003,14.782201593089539,Task2 SuPa,Task2,gdp,life_expect,population,continent,1844,[],gdp,life_expect,population,continent,1800,[],4
-9.542525928849885,14.85604425305435,Task2 SuPa,Task2,gdp,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1844,[],22
17.38351628756148,-7.051466558692241,Task2 SuPa,Task2,gdp,life_expect,population,main_religion,1843,[],gdp,life_expect,population,continent,1843,[],11
22.066844085531454,1.2231657876361326,Task2 SuPa,Task2,child_mortality,life_expect,population,main_religion,1843,[],gdp,life_expect,population,main_religion,1843,[],11
21.42598471596347,2.6946549743892234,Task2 SuPa,Task2,child_mortality,population,population,main_religion,1843,[],child_mortality,life_expect,population,main_religion,1843,[],1
18.466724180136527,0.8659240952985682,Task2 SuPa,Task2,child_mortality,population,child_mortality,main_religion,1843,[],child_mortality,population,population,main_religion,1843,[],3
16.60567297414682,0.7571711573555069,Task2 SuPa,Task2,population,population,child_mortality,main_religion,1843,[],child_mortality,population,child_mortality,main_religion,1843,[],1
16.745732034990375,-0.719816909929001,Task2 SuPa,Task2,population,child_mortality,child_mortality,main_religion,1843,[],population,population,child_mortality,main_religion,1843,[],2
14.32066360423706,1.608733982461346,Task2 SuPa,Task2,population,child_mortality,fertility,main_religion,1843,[],population,child_mortality,child_mortality,main_religion,1843,[],2
18.35903363338093,-1.516657965161804,Task2 SuPa,Task2,child_mortality,child_mortality,fertility,main_religion,1843,[],population,child_mortality,fertility,main_religion,1843,[],1
16.67209916571154,2.8557056786992563,Task2 SuPa,Task2,child_mortality,population,fertility,main_religion,1843,[],child_mortality,child_mortality,fertility,main_religion,1843,[],2
14.433930591673214,2.134346568559004,Task2 SuPa,Task2,population,population,fertility,main_religion,1843,[],child_mortality,population,fertility,main_religion,1843,[],1
14.32066360423706,1.608733982461346,Task2 SuPa,Task2,population,child_mortality,fertility,main_religion,1843,[],population,population,fertility,main_religion,1843,[],2
16.745732034990375,-0.719816909929001,Task2 SuPa,Task2,population,child_mortality,child_mortality,main_religion,1843,[],population,child_mortality,fertility,main_religion,1843,[],2
16.87388688798833,1.5253630091979744,Task2 SuPa,Task2,population,fertility,child_mortality,main_religion,1843,[],population,child_mortality,child_mortality,main_religion,1843,[],1
18.513164298429434,2.113583071878351,Task2 SuPa,Task2,child_mortality,fertility,child_mortality,main_religion,1843,[],population,fertility,child_mortality,main_religion,1843,[],6
15.907464285502156,1.011047099384795,Task2 SuPa,Task2,fertility,fertility,child_mortality,main_religion,1843,[],child_mortality,fertility,child_mortality,main_religion,1843,[],3
15.498183597698407,-1.3238172582505785,Task2 SuPa,Task2,fertility,child_mortality,child_mortality,main_religion,1843,[],fertility,fertility,child_mortality,main_religion,1843,[],3
15.49652020077163,-1.3294359124891542,Task2 SuPa,Task2,fertility,child_mortality,child_mortality,main_religion,1843,['Bangladesh'],fertility,child_mortality,child_mortality,main_religion,1843,[],2
15.498183597698407,-1.3238172582505785,Task2 SuPa,Task2,fertility,child_mortality,child_mortality,main_religion,1843,[],fertility,child_mortality,child_mortality,main_religion,1843,['Bangladesh'],3
15.49652020077163,-1.3294359124891542,Task2 SuPa,Task2,fertility,child_mortality,child_mortality,main_religion,1843,['Bangladesh'],fertility,child_mortality,child_mortality,main_religion,1843,[],2
14.964458930739534,-2.3286947831370077,Task2 SuPa,Task2,fertility,child_mortality,gdp,main_religion,1843,['Bangladesh'],fertility,child_mortality,child_mortality,main_religion,1843,['Bangladesh'],2
14.969974418553036,-2.346227299264597,Task2 SuPa,Task2,fertility,child_mortality,gdp,main_religion,1843,['Azerbaijan'],fertility,child_mortality,gdp,main_religion,1843,['Bangladesh'],1
-8.985973990489247,15.568527390494744,Task2 SoIz,Task2,gdp,life_expect,population,continent,1800,[],fertility,child_mortality,gdp,main_religion,1843,['Azerbaijan'],172
-9.542525928849885,14.85604425305435,Task2 SoIz,Task2,gdp,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1800,[],22
6.256970990309644,4.167960803226671,Task2 SoIz,Task2,child_mortality,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1843,[],12
7.610727449805229,0.6242202968501439,Task2 SoIz,Task2,child_mortality,fertility,population,continent,1843,[],child_mortality,life_expect,population,continent,1843,[],6
20.651321471098612,3.5919157822090626,Task2 SoIz,Task2,child_mortality,fertility,population,main_religion,1843,[],child_mortality,fertility,population,continent,1843,[],26
20.651321471098612,3.5919157822090626,Task2 SoIz,Task2,child_mortality,fertility,population,main_religion,1843,[],child_mortality,fertility,population,main_religion,1843,[],26
20.609811059264697,3.628981456501141,Task2 SoIz,Task2,child_mortality,fertility,population,main_religion,1843,['Bangladesh'],child_mortality,fertility,population,main_religion,1843,[],19
21.305559515352634,4.118507334892626,Task2 SoIz,Task2,child_mortality,fertility,population,main_religion,1843,['Azerbaijan'],child_mortality,fertility,population,main_religion,1843,['Bangladesh'],19
-8.985973990489247,15.568527390494744,Task2 SiKr,Task2,gdp,life_expect,population,continent,1800,[],child_mortality,fertility,population,main_religion,1843,['Azerbaijan'],172
-9.542525928849885,14.85604425305435,Task2 SiKr,Task2,gdp,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1800,[],22
6.256970990309644,4.167960803226671,Task2 SiKr,Task2,child_mortality,life_expect,population,continent,1843,[],gdp,life_expect,population,continent,1843,[],12
9.589175052936385,-1.418023449553584,Task2 SiKr,Task2,child_mortality,child_mortality,population,continent,1843,[],child_mortality,life_expect,population,continent,1843,[],7
10.03956816324447,-0.11584604061318605,Task2 SiKr,Task2,child_mortality,child_mortality,child_mortality,continent,1843,[],child_mortality,child_mortality,population,continent,1843,[],7
10.02382670027581,-0.1200207051054779,Task2 SiKr,Task2,child_mortality,child_mortality,child_mortality,continent,1843,['China'],child_mortality,child_mortality,child_mortality,continent,1843,[],11
10.02382670027581,-0.1200207051054779,Task2 SiKr,Task2,child_mortality,child_mortality,child_mortality,continent,1843,['China'],child_mortality,child_mortality,child_mortality,continent,1843,['China'],11
10.02382670027581,-0.1200207051054779,Task2 SiKr,Task2,child_mortality,child_mortality,child_mortality,continent,1843,['China'],child_mortality,child_mortality,child_mortality,continent,1843,['China'],11
18.067887914845567,-0.6848310079796954,Task2 SiKr,Task2,child_mortality,child_mortality,child_mortality,main_religion,1843,['China'],child_mortality,child_mortality,child_mortality,continent,1843,['China'],24
