"x","y","line","algo","new_x","new_y","new_size","new_color","new_year","new_country","old_x","old_y","old_size","old_color","old_year","old_country","changes","multiplicity[1;67]"
2.431912660598755,7.330114364624023,0,"year_only","gdp","life_expect","population","continent","1800","[]","gdp","life_expect","population","continent","1800","[]","None",67
2.1989586353302,7.300783634185791,0,"year_only","gdp","life_expect","population","continent","1802","[]","gdp","life_expect","population","continent","1800","[]","Changed year from 1800 to 1802",3
1.9858360290527344,7.267258644104004,0,"year_only","gdp","life_expect","population","continent","1804","[]","gdp","life_expect","population","continent","1802","[]","Changed year from 1802 to 1804",3
1.5218721628189087,7.399840831756592,0,"year_only","gdp","life_expect","population","continent","1806","[]","gdp","life_expect","population","continent","1804","[]","Changed year from 1804 to 1806",3
1.0846853256225586,7.4838738441467285,0,"year_only","gdp","life_expect","population","continent","1808","[]","gdp","life_expect","population","continent","1806","[]","Changed year from 1806 to 1808",3
0.8823152184486389,7.554876804351807,0,"year_only","gdp","life_expect","population","continent","1810","[]","gdp","life_expect","population","continent","1808","[]","Changed year from 1808 to 1810",9
0.7600113153457642,7.577062606811523,0,"year_only","gdp","life_expect","population","continent","1812","[]","gdp","life_expect","population","continent","1810","[]","Changed year from 1810 to 1812",3
0.5595129728317261,7.606852054595947,0,"year_only","gdp","life_expect","population","continent","1814","[]","gdp","life_expect","population","continent","1812","[]","Changed year from 1812 to 1814",3
0.33072301745414734,7.6637115478515625,0,"year_only","gdp","life_expect","population","continent","1816","[]","gdp","life_expect","population","continent","1814","[]","Changed year from 1814 to 1816",3
0.27393341064453125,7.654842853546143,0,"year_only","gdp","life_expect","population","continent","1818","[]","gdp","life_expect","population","continent","1816","[]","Changed year from 1816 to 1818",3
0.14670033752918243,7.654897689819336,0,"year_only","gdp","life_expect","population","continent","1820","[]","gdp","life_expect","population","continent","1818","[]","Changed year from 1818 to 1820",9
0.005625041667371988,7.663879871368408,0,"year_only","gdp","life_expect","population","continent","1822","[]","gdp","life_expect","population","continent","1820","[]","Changed year from 1820 to 1822",3
-2.8659605979919434,7.3734636306762695,0,"year_only","gdp","life_expect","population","continent","1824","[]","gdp","life_expect","population","continent","1822","[]","Changed year from 1822 to 1824",3
-2.969369649887085,7.386107921600342,0,"year_only","gdp","life_expect","population","continent","1826","[]","gdp","life_expect","population","continent","1824","[]","Changed year from 1824 to 1826",3
-3.0684654712677,7.357031345367432,0,"year_only","gdp","life_expect","population","continent","1828","[]","gdp","life_expect","population","continent","1826","[]","Changed year from 1826 to 1828",3
-3.193861722946167,7.336270332336426,0,"year_only","gdp","life_expect","population","continent","1830","[]","gdp","life_expect","population","continent","1828","[]","Changed year from 1828 to 1830",9
-3.301100015640259,7.309030532836914,0,"year_only","gdp","life_expect","population","continent","1832","[]","gdp","life_expect","population","continent","1830","[]","Changed year from 1830 to 1832",3
-3.285452365875244,7.322315216064453,0,"year_only","gdp","life_expect","population","continent","1834","[]","gdp","life_expect","population","continent","1832","[]","Changed year from 1832 to 1834",3
-3.462946891784668,7.253395080566406,0,"year_only","gdp","life_expect","population","continent","1836","[]","gdp","life_expect","population","continent","1834","[]","Changed year from 1834 to 1836",3
-3.4306325912475586,7.3138322830200195,0,"year_only","gdp","life_expect","population","continent","1838","[]","gdp","life_expect","population","continent","1836","[]","Changed year from 1836 to 1838",3
-3.5394153594970703,7.236785888671875,0,"year_only","gdp","life_expect","population","continent","1840","[]","gdp","life_expect","population","continent","1838","[]","Changed year from 1838 to 1840",9
2.431912660598755,7.330114364624023,1,"year_only","gdp","life_expect","population","continent","1800","[]","gdp","life_expect","population","continent","1840","[]","None",67
2.1989586353302,7.300783634185791,1,"year_only","gdp","life_expect","population","continent","1802","[]","gdp","life_expect","population","continent","1800","[]","Changed year from 1800 to 1802",3
1.9858360290527344,7.267258644104004,1,"year_only","gdp","life_expect","population","continent","1804","[]","gdp","life_expect","population","continent","1802","[]","Changed year from 1802 to 1804",3
1.5218721628189087,7.399840831756592,1,"year_only","gdp","life_expect","population","continent","1806","[]","gdp","life_expect","population","continent","1804","[]","Changed year from 1804 to 1806",3
1.0846853256225586,7.4838738441467285,1,"year_only","gdp","life_expect","population","continent","1808","[]","gdp","life_expect","population","continent","1806","[]","Changed year from 1806 to 1808",3
0.8823152184486389,7.554876804351807,1,"year_only","gdp","life_expect","population","continent","1810","[]","gdp","life_expect","population","continent","1808","[]","Changed year from 1808 to 1810",9
0.7600113153457642,7.577062606811523,1,"year_only","gdp","life_expect","population","continent","1812","[]","gdp","life_expect","population","continent","1810","[]","Changed year from 1810 to 1812",3
0.5595129728317261,7.606852054595947,1,"year_only","gdp","life_expect","population","continent","1814","[]","gdp","life_expect","population","continent","1812","[]","Changed year from 1812 to 1814",3
0.33072301745414734,7.6637115478515625,1,"year_only","gdp","life_expect","population","continent","1816","[]","gdp","life_expect","population","continent","1814","[]","Changed year from 1814 to 1816",3
0.27393341064453125,7.654842853546143,1,"year_only","gdp","life_expect","population","continent","1818","[]","gdp","life_expect","population","continent","1816","[]","Changed year from 1816 to 1818",3
0.14670033752918243,7.654897689819336,1,"year_only","gdp","life_expect","population","continent","1820","[]","gdp","life_expect","population","continent","1818","[]","Changed year from 1818 to 1820",9
0.005625041667371988,7.663879871368408,1,"year_only","gdp","life_expect","population","continent","1822","[]","gdp","life_expect","population","continent","1820","[]","Changed year from 1820 to 1822",3
-2.8659605979919434,7.3734636306762695,1,"year_only","gdp","life_expect","population","continent","1824","[]","gdp","life_expect","population","continent","1822","[]","Changed year from 1822 to 1824",3
-2.969369649887085,7.386107921600342,1,"year_only","gdp","life_expect","population","continent","1826","[]","gdp","life_expect","population","continent","1824","[]","Changed year from 1824 to 1826",3
-3.0684654712677,7.357031345367432,1,"year_only","gdp","life_expect","population","continent","1828","[]","gdp","life_expect","population","continent","1826","[]","Changed year from 1826 to 1828",3
-3.193861722946167,7.336270332336426,1,"year_only","gdp","life_expect","population","continent","1830","[]","gdp","life_expect","population","continent","1828","[]","Changed year from 1828 to 1830",9
-3.301100015640259,7.309030532836914,1,"year_only","gdp","life_expect","population","continent","1832","[]","gdp","life_expect","population","continent","1830","[]","Changed year from 1830 to 1832",3
-3.285452365875244,7.322315216064453,1,"year_only","gdp","life_expect","population","continent","1834","[]","gdp","life_expect","population","continent","1832","[]","Changed year from 1832 to 1834",3
-3.462946891784668,7.253395080566406,1,"year_only","gdp","life_expect","population","continent","1836","[]","gdp","life_expect","population","continent","1834","[]","Changed year from 1834 to 1836",3
-3.4306325912475586,7.3138322830200195,1,"year_only","gdp","life_expect","population","continent","1838","[]","gdp","life_expect","population","continent","1836","[]","Changed year from 1836 to 1838",3
-3.5394153594970703,7.236785888671875,1,"year_only","gdp","life_expect","population","continent","1840","[]","gdp","life_expect","population","continent","1838","[]","Changed year from 1838 to 1840",9
2.431912660598755,7.330114364624023,2,"year_only","gdp","life_expect","population","continent","1800","[]","gdp","life_expect","population","continent","1840","[]","None",67
2.1989586353302,7.300783634185791,2,"year_only","gdp","life_expect","population","continent","1802","[]","gdp","life_expect","population","continent","1800","[]","Changed year from 1800 to 1802",3
1.9858360290527344,7.267258644104004,2,"year_only","gdp","life_expect","population","continent","1804","[]","gdp","life_expect","population","continent","1802","[]","Changed year from 1802 to 1804",3
1.5218721628189087,7.399840831756592,2,"year_only","gdp","life_expect","population","continent","1806","[]","gdp","life_expect","population","continent","1804","[]","Changed year from 1804 to 1806",3
1.0846853256225586,7.4838738441467285,2,"year_only","gdp","life_expect","population","continent","1808","[]","gdp","life_expect","population","continent","1806","[]","Changed year from 1806 to 1808",3
0.8823152184486389,7.554876804351807,2,"year_only","gdp","life_expect","population","continent","1810","[]","gdp","life_expect","population","continent","1808","[]","Changed year from 1808 to 1810",9
0.7600113153457642,7.577062606811523,2,"year_only","gdp","life_expect","population","continent","1812","[]","gdp","life_expect","population","continent","1810","[]","Changed year from 1810 to 1812",3
0.5595129728317261,7.606852054595947,2,"year_only","gdp","life_expect","population","continent","1814","[]","gdp","life_expect","population","continent","1812","[]","Changed year from 1812 to 1814",3
0.33072301745414734,7.6637115478515625,2,"year_only","gdp","life_expect","population","continent","1816","[]","gdp","life_expect","population","continent","1814","[]","Changed year from 1814 to 1816",3
0.27393341064453125,7.654842853546143,2,"year_only","gdp","life_expect","population","continent","1818","[]","gdp","life_expect","population","continent","1816","[]","Changed year from 1816 to 1818",3
0.14670033752918243,7.654897689819336,2,"year_only","gdp","life_expect","population","continent","1820","[]","gdp","life_expect","population","continent","1818","[]","Changed year from 1818 to 1820",9
0.005625041667371988,7.663879871368408,2,"year_only","gdp","life_expect","population","continent","1822","[]","gdp","life_expect","population","continent","1820","[]","Changed year from 1820 to 1822",3
-2.8659605979919434,7.3734636306762695,2,"year_only","gdp","life_expect","population","continent","1824","[]","gdp","life_expect","population","continent","1822","[]","Changed year from 1822 to 1824",3
-2.969369649887085,7.386107921600342,2,"year_only","gdp","life_expect","population","continent","1826","[]","gdp","life_expect","population","continent","1824","[]","Changed year from 1824 to 1826",3
-3.0684654712677,7.357031345367432,2,"year_only","gdp","life_expect","population","continent","1828","[]","gdp","life_expect","population","continent","1826","[]","Changed year from 1826 to 1828",3
-3.193861722946167,7.336270332336426,2,"year_only","gdp","life_expect","population","continent","1830","[]","gdp","life_expect","population","continent","1828","[]","Changed year from 1828 to 1830",9
-3.301100015640259,7.309030532836914,2,"year_only","gdp","life_expect","population","continent","1832","[]","gdp","life_expect","population","continent","1830","[]","Changed year from 1830 to 1832",3
-3.285452365875244,7.322315216064453,2,"year_only","gdp","life_expect","population","continent","1834","[]","gdp","life_expect","population","continent","1832","[]","Changed year from 1832 to 1834",3
-3.462946891784668,7.253395080566406,2,"year_only","gdp","life_expect","population","continent","1836","[]","gdp","life_expect","population","continent","1834","[]","Changed year from 1834 to 1836",3
-3.4306325912475586,7.3138322830200195,2,"year_only","gdp","life_expect","population","continent","1838","[]","gdp","life_expect","population","continent","1836","[]","Changed year from 1836 to 1838",3
-3.5394153594970703,7.236785888671875,2,"year_only","gdp","life_expect","population","continent","1840","[]","gdp","life_expect","population","continent","1838","[]","Changed year from 1838 to 1840",9
2.431912660598755,7.330114364624023,3,"year_only","gdp","life_expect","population","continent","1800","[]","gdp","life_expect","population","continent","1840","[]","None",67
1.7073230743408203,7.297603607177734,3,"year_only","gdp","life_expect","population","continent","1805","[]","gdp","life_expect","population","continent","1800","[]","Changed year from 1800 to 1805",3
0.8823152184486389,7.554876804351807,3,"year_only","gdp","life_expect","population","continent","1810","[]","gdp","life_expect","population","continent","1805","[]","Changed year from 1805 to 1810",9
0.36586660146713257,7.665818214416504,3,"year_only","gdp","life_expect","population","continent","1815","[]","gdp","life_expect","population","continent","1810","[]","Changed year from 1810 to 1815",3
0.14670033752918243,7.654897689819336,3,"year_only","gdp","life_expect","population","continent","1820","[]","gdp","life_expect","population","continent","1815","[]","Changed year from 1815 to 1820",9
